144.7725,4.1108,0.2011,-2.0846,1.0927,0.8530,
144.7725,4.1108,0.0000,0.0000,0.0000,0.0000,
96.5457,1.2156,0.4176,-1.7077,0.7152,-3.0692,
96.5457,1.2156,0.0000,0.0000,0.0000,0.0000,
78.9064,0.5944,1.2714,1.7948,0.8239,0.2603,
78.9064,0.5944,0.0000,0.0000,0.0000,0.0000,
144.8891,4.7100,1.4864,-2.5529,1.5229,1.9629,
144.8891,4.7100,0.0000,0.0000,0.0000,0.0000,
61.9490,3.5075,1.2782,2.3281,1.8047,2.0217,
61.9490,3.5075,0.0000,0.0000,0.0000,0.0000,
51.3204,2.6241,0.8608,-1.2840,2.0944,-0.3247,
51.3204,2.6241,0.0000,0.0000,0.0000,0.0000,
115.6185,0.6940,1.5708,0.4620,0.5520,1.3028,
115.6185,0.6940,0.0000,0.0000,0.0000,0.0000,
63.2304,3.4730,1.3285,-0.0456,1.3267,3.0746,
63.2304,3.4730,0.0000,0.0000,0.0000,0.0000,
50.4884,0.6992,0.8282,-1.4072,1.1128,2.7940,
50.4884,0.6992,0.0000,0.0000,0.0000,0.0000,
65.9588,1.4830,1.1240,0.0463,0.6275,-1.1256,
65.9588,1.4830,0.0000,0.0000,0.0000,0.0000,
68.8321,0.8712,0.0093,-0.6978,1.9832,0.1098,
68.8321,0.8712,0.0000,0.0000,0.0000,0.0000,
39.3996,2.0624,0.3927,-0.8537,2.0732,-1.3288,
39.3996,2.0624,0.0000,0.0000,0.0000,0.0000,
59.7248,2.1768,0.9189,-1.9001,1.0102,-2.8853,
59.7248,2.1768,0.0000,0.0000,0.0000,0.0000,
117.1153,4.7100,1.1693,-0.7226,0.8327,0.2857,
117.1153,4.7100,0.0000,0.0000,0.0000,0.0000,
157.6165,4.7100,0.8066,2.9257,1.2591,-3.0546,
157.6165,4.7100,0.0000,0.0000,0.0000,0.0000,
63.2993,4.7100,1.3312,2.3346,0.7291,2.7999,
63.2993,4.7100,0.0000,0.0000,0.0000,0.0000,
110.4924,0.4679,1.2266,0.5216,0.4137,3.0873,
110.4924,0.4679,0.0000,0.0000,0.0000,0.0000,
156.3378,2.6377,1.5708,-0.0175,1.0352,-2.1370,
156.3378,2.6377,0.0000,0.0000,0.0000,0.0000,
93.9823,2.4927,0.3658,-0.8179,0.7473,-3.1079,
93.9823,2.4927,0.0000,0.0000,0.0000,0.0000,
69.1335,2.5945,1.0537,0.0004,0.6363,-1.6219,
69.1335,2.5945,0.0000,0.0000,0.0000,0.0000,
107.6226,4.7100,0.8015,-2.0108,1.6821,-0.3528,
107.6226,4.7100,0.0000,0.0000,0.0000,0.0000,
100.6398,1.4947,1.5708,-2.1685,1.2052,-1.2609,
100.6398,1.4947,0.0000,0.0000,0.0000,0.0000,
46.8702,0.6822,0.6861,2.5875,0.4878,2.7503,
46.8702,0.6822,0.0000,0.0000,0.0000,0.0000,
101.7885,4.7100,1.5708,2.9931,2.0944,0.5675,
101.7885,4.7100,0.0000,0.0000,0.0000,0.0000,
49.3783,0.2816,0.7846,2.4396,1.4890,-0.4174,
49.3783,0.2816,0.0000,0.0000,0.0000,0.0000,
63.6114,4.7100,1.3435,2.8404,0.5066,2.3774,
63.6114,4.7100,0.0000,0.0000,0.0000,0.0000,
98.7325,4.7100,1.5708,0.1681,1.8437,-1.5147,
98.7325,4.7100,0.0000,0.0000,0.0000,0.0000,
135.7390,4.7100,0.7819,2.6722,1.7058,-1.2328,
135.7390,4.7100,0.0000,0.0000,0.0000,0.0000,
123.4095,4.7100,0.2436,0.6648,0.8689,-1.2300,
123.4095,4.7100,0.0000,0.0000,0.0000,0.0000,
95.1065,3.8216,1.0998,0.2709,1.3655,-2.5397,
95.1065,3.8216,0.0000,0.0000,0.0000,0.0000,
146.2176,4.7100,0.7145,-2.7890,0.0648,2.0420,
146.2176,4.7100,0.0000,0.0000,0.0000,0.0000,
153.5932,3.5346,1.5708,-2.4424,0.0583,-1.5812,
153.5932,3.5346,0.0000,0.0000,0.0000,0.0000,
90.1062,3.1158,0.3900,-1.6410,2.0905,2.9938,
90.1062,3.1158,0.0000,0.0000,0.0000,0.0000,
67.3877,1.5899,0.4372,1.6143,0.2823,-3.0436,
67.3877,1.5899,0.0000,0.0000,0.0000,0.0000,
150.4277,1.2313,1.1109,-1.7200,1.8033,3.0165,
150.4277,1.2313,0.0000,0.0000,0.0000,0.0000,
94.5227,3.0959,0.1765,-1.8017,2.0290,2.6642,
94.5227,3.0959,0.0000,0.0000,0.0000,0.0000,
144.0529,4.4666,0.5043,-3.1179,2.0721,1.1060,
144.0529,4.4666,0.0000,0.0000,0.0000,0.0000,
57.7209,4.7100,1.1122,-0.6737,1.8574,1.7628,
57.7209,4.7100,0.0000,0.0000,0.0000,0.0000,
44.8722,2.1025,0.2326,-1.3862,2.0944,-0.7686,
44.8722,2.1025,0.0000,0.0000,0.0000,0.0000,
46.1610,1.3833,0.6582,3.1093,0.7802,-0.7926,
46.1610,1.3833,0.0000,0.0000,0.0000,0.0000,
104.6334,2.1695,1.5708,-1.4985,2.0944,3.0762,
104.6334,2.1695,0.0000,0.0000,0.0000,0.0000,
90.6284,0.5756,1.0277,-2.0920,1.4515,-2.4738,
90.6284,0.5756,0.0000,0.0000,0.0000,0.0000,
78.6250,3.9685,0.6566,-0.1375,1.7176,-1.7738,
78.6250,3.9685,0.0000,0.0000,0.0000,0.0000,
128.1000,2.3762,1.5708,0.7356,1.4749,0.8798,
128.1000,2.3762,0.0000,0.0000,0.0000,0.0000,
89.2283,4.7100,1.5708,-0.8211,0.5881,-2.6198,
89.2283,4.7100,0.0000,0.0000,0.0000,0.0000,
121.7837,2.6800,1.3527,-2.7152,2.0944,1.2252,
121.7837,2.6800,0.0000,0.0000,0.0000,0.0000,
150.8360,4.7100,1.0165,0.7549,0.4467,0.3980,
150.8360,4.7100,0.0000,0.0000,0.0000,0.0000,
136.6605,1.4089,0.9177,-0.1864,2.0944,0.4015,
136.6605,1.4089,0.0000,0.0000,0.0000,0.0000,
39.3996,4.7100,0.3904,-1.0055,2.0944,-0.3778,
39.3996,4.7100,0.0000,0.0000,0.0000,0.0000,
155.6045,4.7100,0.9281,0.3915,0.4582,-3.0148,
155.6045,4.7100,0.0000,0.0000,0.0000,0.0000,
145.4359,2.6835,1.0223,1.7472,0.1422,0.9432,
145.4359,2.6835,0.0000,0.0000,0.0000,0.0000,
113.0406,3.6999,1.5708,2.5738,0.7022,-2.2205,
113.0406,3.6999,0.0000,0.0000,0.0000,0.0000,
39.3996,0.5762,0.3927,-2.3448,1.4295,-2.6152,
39.3996,0.5762,0.0000,0.0000,0.0000,0.0000,
157.0436,1.5745,1.2992,-0.5083,2.0294,1.9625,
157.0436,1.5745,0.0000,0.0000,0.0000,0.0000,
80.1187,3.7308,0.1880,2.6085,1.5806,-2.0600,
80.1187,3.7308,0.0000,0.0000,0.0000,0.0000,
81.9557,3.2709,0.2341,-1.8127,0.8275,2.4948,
81.9557,3.2709,0.0000,0.0000,0.0000,0.0000,
96.3375,4.7100,1.2055,-0.1830,1.1345,1.3793,
96.3375,4.7100,0.0000,0.0000,0.0000,0.0000,
101.7119,4.1676,0.9669,2.7362,1.2064,1.5131,
101.7119,4.1676,0.0000,0.0000,0.0000,0.0000,
154.6561,3.1394,1.1424,-2.2910,1.6392,2.4277,
154.6561,3.1394,0.0000,0.0000,0.0000,0.0000,
141.2022,3.9886,0.0796,-0.6185,0.7135,0.2105,
141.2022,3.9886,0.0000,0.0000,0.0000,0.0000,
91.9717,0.5426,1.2133,-0.8069,1.3470,2.1785,
91.9717,0.5426,0.0000,0.0000,0.0000,0.0000,
144.1160,0.2564,1.3173,0.8967,2.0944,-2.8146,
144.1160,0.2564,0.0000,0.0000,0.0000,0.0000,
80.6841,4.7100,1.0093,1.2604,0.4563,-2.7744,
80.6841,4.7100,0.0000,0.0000,0.0000,0.0000,
39.3996,2.0342,0.3362,-2.3818,2.0944,0.4198,
39.3996,2.0342,0.0000,0.0000,0.0000,0.0000,
69.9665,0.4178,1.5708,-1.4135,0.4744,-2.6267,
69.9665,0.4178,0.0000,0.0000,0.0000,0.0000,
71.6273,4.7100,1.5708,1.5508,0.2546,2.9899,
